1,"روان شناسی",ravanshenasi,"<p>روانپزشک کیست؟<br />
روانپزشک، فردی است که در زمینه سلامت روان تخصص دارد. تشخیص و درمان افراد مبتلا به بیماری&zwnj;های روانی در تخصص آنها است. آنها درک عمیقی از سلامت جسمی و روانی انسان داشته و به خوبی با ارتباط این دو آشنا هستند. روانپزشکان به بیماران مبتلا به اسکیزوفرنی، افسردگی، اختلال دوقطبی، اختلالات خوردن و اعتیاد کمک می&zwnj;کنند.<br />
روانپزشکان چه کاری انجام می دهند؟<br />
روانپزشکان علائم روانی و جسمی شما را ارزیابی می&zwnj;کنند. آنها مشکل شما را تشخیص می&zwnj;دهند و با همکاری متقابل، طرحی برای درمان شما ارائه می&zwnj;دهند. روانپزشکان، درمان روانشناختی ارائه می&zwnj;دهند، دارو تجویز می&zwnj;کنند و از الکتروشوک برای درمان کمک می&zwnj;گیرند.<br />
روانپزشک برای درمان از اقدامات زیر استفاده می&zwnj;کند:</p>

<p>به بیمار در مدیریت سلامت روان در درازمدت کمک می&zwnj;کند</p>

<p>در مورد سبک زندگی مشاوره می&zwnj;دهد</p>

<p>با شما به صورت جداگانه یا با همراهی شریک زندگی&zwnj;تان، کار می&zwnj;کند</p>

<p>از نظرات و پیشنهادات سایر پزشکان و متخصصان بهداشت روانی استفاده می&zwnj;کند</p>

<p>شما را به متخصصان دیگر ارجاع می&zwnj;دهد</p>

<p>در صورت لزوم، شما را در بیمارستان بستری می&zwnj;کند</p>

<p>روانپزشک به چه کاری می&zwnj;آید؟<br />
اگر سلامت روانی شما با مشکلات زیر روبرو شده است، به یک روانپزشک نیاز دارید:</p>

<p>وضعیت روانی شما پیچیده و تشخیص آن دشوار است</p>

<p>به خودکشی فکر می&zwnj;کنید</p>

<p>به طور ناگهانی دچار مشکل روانی شده&zwnj;اید</p>

<p>به داروهایی نیاز دارید که تنها روانپزشک می&zwnj;تواند تجویزشان کند</p>

<p>پزشک خانوادگی نمی&zwnj;تواند به شما کمک کند.</p>

<p>دلایل متداول برای مراجعه به روانپزشک عبارتند از:</p>

<p>مشکلات مربوط به تغییر سبک زندگی یا استرس</p>

<p>اضطراب، نگرانی یا ترس شدید</p>

<p>افسردگی یا خستگی مفرطی که از بین نمی&zwnj;رود</p>

<p>فکر کردن به خودکشی</p>

<p>فکر کردن به آزار دیگران</p>

<p>آسیب رساندن عامدانه به خود</p>

<p>داشتن انرژی بیش از حد، ناتوانی در خواب یا استراحت</p>

<p>داشتن افکار منفی تکرارشونده</p>

<p>تفکر وسواسی</p>

<p>حس قرار داشتن بر لبه پرتگاه</p>

<p>احساس اینکه همه دنبال شما هستند یا می&zwnj;خواهند به شما آسیب بزنند</p>

<p>توهم (شنیدن یا دیدن چیزهایی که وجود ندارند)</p>

<p>هذیان (اعتقاد به چیزهایی که مبنای واقعی ندارند)</p>

<p>افکار از هم گسیخته</p>

<p>مصرف غیرعادی الکل یا مواد مخدر</p>

<p>اعتیاد به قمار، بازی و رفتارهای مشابه</p>

<p>مشکلات مربوط به تصویر بدن، خوردن یا رژیم غذایی</p>

<p>مشکلات حافظه</p>

<p>عدم تمرکز و توجه، بیش فعالی</p>

<p>خشونت، تحریکپذیری و طغیان احساسی</p>

<p>بی خوابی و سایر مشکلات خواب</p>

<p>عارضه&zwnj;هایی که در دوران کودکی آغاز می&zwnj;شوند، مانند اوتیسم، ناتوانی ذهنی و اضطراب.</p>

<p>روانپزشکان چه درمان&lrm;&zwnj;هایی را ارائه می&zwnj;دهند؟</p>

<p>دارو درمانی</p>

<p>درمان روانی (روان درمانی یا گفتاردرمانی)</p>

<p>شیوه&zwnj;های درمان به کمک تحریک مغز، مانند الکتروشوک.</p>

<p>آنها همچنین توصیه هایی در خصوص رژیم غذایی، خواب و غیره ارائه می&zwnj;دهند که به بازیابی بیمار کمک می&zwnj;کند. اطلاعاتی که آنها در مورد وضعیت بیمار ارائه می&zwnj;کنند، نقش به سزایی در شناخت علائم و درمان آنها دارد. روانپزشک تنها از درمان&zwnj;هایی استفاده می&zwnj;کند که سلامت و اثربخشی آنها ثابت شده باشد.<br />
روانپزشکان توضیح می&zwnj;دهند که:</p>

<p>چرا این شیوه درمان را توصیه می&zwnj;کند؟</p>

<p>روند درمان چگونه کار می&zwnj;کند؟</p>

<p>درمان مورد نظر چه عوارضی دارد؟</p>

<p>خطرات احتمالی درمان کدامند؟</p>

<p>درمان چقدرهزینه دارد؟</p>

<p>موافقت با شیوه درمان پیشنهادی پزشک، به شما بستگی دارد.<br />
روانپزشکان چه تحصیلاتی دارند؟<br />
روانپزشکان حداقل 11 سال یا بیشتر آموزش می&zwnj;بینند. آنها ابتدا در دانشگاه مدرک پزشکی می&zwnj;گیرند. سپس، حداقل 1 یا 2 سال دیگر در بیمارستان آموزش می&zwnj;بینند. در ادامه، برای آنکه به یک روانپزشک تبدیل شوند، باید 5 سال آموزش ویژه ببینند.<br />
روانپزشکان کجا کار می&zwnj;کنند؟<br />
روانپزشکان در بیمارستان&zwnj;های عمومی و خصوصی، مؤسسات خدمات بهداشت روانی و مطب&zwnj;های خصوصی کار می&zwnj;کنند. آنها همچنین در زمینه&zwnj;های تحقیقاتی، مشاوره امور حقوقی و تدریس نیز فعالیت دارند. این یعنی آنها در ادارات دولتی، مراکز تحقیقاتی و دانشگاه&zwnj;ها کار می&zwnj;کنند.<br />
بسیاری از روانپزشکان چندین شغل مختلف دارند. آنها ممکن است بخشی از روز را در یک بیمارستان عمومی باشند و باقی روز را به صورت خصوصی کار کنند.<br />
زمینه&zwnj;های فوق تخصص در روانپزشکی<br />
برخی روانپزشکان بر یک زمینه خاص تمرکز دارند؛ برای مثال:</p>

<p>روانپزشکی کودکان و نوجوانان</p>

<p>روانپزشکی بزرگسالان</p>

<p>روانپزشکی سالمندان</p>

<p>روانپزشکی اعتیاد</p>

<p>روانپزشکی حقوقی (مربوط به قانون)</p>",,"2019-11-15 08:38:29","2019-11-16 15:29:39"
2,پزشکی,pezeshki,,,"2019-11-15 08:38:44","2019-11-15 08:38:44"
3,قضایی,ghazaii,,,"2019-11-15 08:38:58","2019-11-15 08:38:58"
4,مهندسی,mohandesi,,,"2019-11-15 08:39:10","2019-11-15 08:39:10"
5,بازرگانی,bazargani,,,"2019-11-15 08:39:23","2019-11-15 08:39:23"
6,بیمه,bime,,,"2019-11-15 08:39:32","2019-11-15 08:39:32"
7,"مشاوره فردی",moshavere-fardi,,1,"2019-11-15 08:40:21","2019-11-15 08:40:21"
8,"مشاوره کودک",moshavere-koodak,,1,"2019-11-15 08:40:31","2019-11-15 08:40:31"
9,"مشاوره نوجوان",moshavere-nojavan,,1,"2019-11-15 08:40:45","2019-11-15 08:40:45"
10,"مشاوره خانواده",moshavere-khanevade,,1,"2019-11-15 08:41:10","2019-11-15 08:41:10"
11,"مشاوره ترک اعتیاد",moshavere-tark-etiad,,1,"2019-11-15 08:43:14","2019-11-15 08:43:14"
12,"انواع درمان های روانشناسی",darman-ravanshenasi,,1,"2019-11-15 08:43:35","2019-11-15 08:43:35"
13,روانسنجی,ravansanji,,1,"2019-11-15 08:43:48","2019-11-15 08:43:48"
14,روانپزشکی,ravanpezeshki,,1,"2019-11-15 08:45:08","2019-11-15 08:45:08"
15,"انواع اختلالات روانی",ekhtelalat-ravani,,1,"2019-11-15 08:45:32","2019-11-15 08:45:32"
16,"نورولوژی (مغز و اعصاب)",norology,"<p>تخصص نورولوژی (مغز و اعصاب)<br />
نورولوژی شاخه ای از علم پزشکی است که به تشخیص و درمان بیماری های سیستم عصبی مرکزی و محیطی می پردازد. سیستم عصبی مرکزی شامل مغز و نخاع و سیستم عصبی محیطی شامل اعصاب حسی و حرکتی در سرتاسر بدن می باشد.<br />
یک پزشک عمومی بعد از قبولی در آزمون دستیاری به مدت چهارسال در این رشته آموزش می بیند.<br />
از آنجایی که سیستم عصبی بدن شبکه ای پیچیده است، تشخیص و درمان بیماری هایی که در این تخصص جای می گیرند آسان نیست.<br />
بیماری های مربوط به سیستم عصبی می توانند سیر مزمن داشته باشند و در ابتدا علایم کافی جهت تشخیص را بروز ندهند، .همچنین بعضی از آنها کاملا ناگهانی بروز می کند. این بیماری ها اکثرا پیشرونده هستند، لذا تشخیص به موقع توسط یک نورولوژیست خوب اهمیت بالایی دارد.<br />
&nbsp;</p>

<p>بیماری های مغز و اعصاب</p>

<p>انواع سردرد که شایع ترین طیف مراجعه کنندگان را تشکیل می دهد، شامل میگرن، سردرد تنشی، نورالژی و ...&nbsp;</p>

<p>وجود علایم زیر در سردرد زنگ خطر محسوب میشوند:</p>

<p>ناگهانی و شدید &nbsp;</p>

<p>بدترین سردردی است که فرد تا کنون تجربه کرده است.</p>

<p>علایم همچون تاری دید تهوع و استفراغ تب و کاهش سطح هوشیاری و ... همراه آن باشند.</p>

<p>که این موارد نیازمند اقدام اورژانسی میباشد:</p>

<p>انواع سرگیجه</p>

<p>&nbsp;تشنج و صرع که با حرکات پرشی تکرار شونده بدون اطلاع فرد بروز میکند.</p>

<p>کاهش سطح هوشیاری که میتواند به علل مختلف مانند عفونی، نورولوژیکی، عروقی و ... بروز کند که نیازمند مراجعه اورژانسی است.</p>

<p>بیمارهای عروقی مغز شامل سکته مغزی، خونریزی مغزی، تنگی عروق و ...که علایم آنها اغلب ناگهانی بروز میکند و می تواند با یک سردرد شدید، تاری دید، اختلال حرکتی و ... خود را نشان دهد.</p>

<p>بیماریهای حرکتی مثل بیماری پارکینسون که با ترمور(لرزش)در هنگام استراحت، اختلال حافظه و ..بروز میکند.</p>

<p>فراموشی و اختلال حافظه مانند آلزایمر و دمانس</p>

<p>بیماریهای ستون فقرات مثل درد گردن و کمردرد که علت آن میتواند فشار دیسک روی نخاع، اسپاسم عضلات، تنگی کانال نخاعی باشد و نیازمند بررسی است.</p>

<p>بیماریهای درگیر کننده میلین عصب مثل ام اس یک بیماری خود ایمنی است و معمولا اولین علامت آن یک اختلال حسی مثل نابینایی یا کم بینایی موقت است.</p>

<p>اختلال حرکتی ناشی از ضعف عصبی عضلانی هم میتواند در ام اس بروز کند.</p>

<p>بیماری های پیش رونده ضعف عضلانی که علت آنها اختلال سیستم عصبی است مانند گیلن باره.</p>

<p>اختلالات اعصاب محیطی مثل انواع نوروپاتی که با علائمی همچون گز گز و گرفتگی و بیحسی اندامها بروز می کند.&nbsp;</p>

<p>اختلالات خواب شامل بی خوابی و نداشتن خواب عمیق و موثر که ابتدا نیازمند ویزیت نورولوژیست است و در صورت نبود مشکل زمینه ای مراجعه به روانپزشک توصیه میشود.</p>

<p>&nbsp;</p>

<p>تشخیص و درمان بیماری های مغز و اعصاب</p>

<p>با توجه به پیچیدگی سیستم عصبی، تشخیص بیماری ها علاوه بر شرح حال دقیق بیمار و معاینه، نیازمند ابزار های پاراکلینیکی دقیق است.<br />
سی تی اسکن و ام آر آی تحولی عظیم در تشخیص به موقع بیماری های عصبی پدید آورد. همچنین تست هایی چون نوار مغز (مثلا برای تشخیص تشنج) یا نوار عصب و عضله برای بررسی عملکرد اعصاب محیطی بسیار کارامد است.<br />
در صورتی که درمان دارویی برای بیماری نورولوژیکی کارآمد باشد، انتخاب اول خواهد بود که زیر نظر پزشک نورولوژیست انجام می شود. همچنین روش های نوینی همچون آی وی-آی جی امروزه برای درمان بیماری هایی با ماهیت خود ایمنی (مثل گیلن باره ) استفاده میشود که نیازمند بستری در بیمارستان است.<br />
درصوردی که جهت درمان جراحی مورد نیاز باشد (مثل جراحی ستون مهره یا خون ریزی های مغزی) بیمار از حیطه کار متخصص نورولوژی خارج شده و نیازمند ارجاع به جراح مغز و اعصاب است.</p>",2,"2019-11-16 15:32:41","2019-11-16 15:33:35"
17,"جراحی مغز و اعصاب ( نوروسرجری )",norosergery,"<p>تخصص جراحی مغز و اعصاب(نوروسرجری)</p>

<p>جراحی مغز و اعصاب شاخه ای از علم پزشکی می باشد که به&nbsp;&nbsp;مشکلات سیستم عصبی مرکزی (مغز و نخاع) ، سیستم عصبی محیطی، سیستم عصبی اتونوم یا خودکار و ساختار های حفاظت کننده آنها ، مثل جمجمه و ستون فقرات می پردازد. و پس از تشخیص اقدامات لازم برای درمان جراحی و مراقبت های بعد از آن را انجام می دهد.<br />
از اشتباه افراد ندانستن تفاوت رشته های تخصصی اعصاب و روان، داخلی مغز و اعصاب و جراحی مغز و اعصاب است که لازم به ذکر است متخصص اعصاب و روان همان روانپزشک است که به مشکلات منتال مثل شخصیت و خلق و خو و .. می پردازد. در رشته تخصص داخلی مغز و اعصاب(نورولوژی)بیماری هایی بحث می شوند که نیاز به درمان جراحی ندارند (مثلا ام اس)، ولی در نوروسرجری بحث جراحی برای درمان مطرح است.<br />
پزشک عمومی بعد از اتمام دوره هفت ساله ، بعد از شرکت در آزمون دستیاری و قبولی ، طی یک دوره ۵ الی ۶ ساله آموزش های لازم جهت درمان را فرا می گیرد که همان طور که گفته شد اکثر آنها جز واحد های جراحی هستند.<br />
بيماري&zwnj;هايي كه در حيطه كار جراحان مغز و اعصاب (نوروسرجن ها) قرار دارد شامل:<br />
&nbsp;- تومورهاي مغزي<br />
&nbsp;- ضربه مغزی<br />
- برخي خونريزي&zwnj;هاي مغزي مانند خونريزي&zwnj;هاي ناشي از اختلالات عروقي مغز<br />
&nbsp;- دررفتگي ديسك در سراسر ستون فقرات<br />
&nbsp;- تنگي كانل نخاعي ستون فقرات<br />
&nbsp;- ضربه هاي ستون فقرات و آسيب هاي نخاعي&nbsp;- تومور&zwnj;هاي نخاعي<br />
&nbsp;- تومورها و ضايعات اعصاب محيطي<br />
&nbsp;&nbsp;- دردهاي غير قابل كنترل مانند دردهاي بيماران سرطاني و يا دردهاي ناشي از آسيب&zwnj;هاي نخاعي<br />
&nbsp;- عفونت هاي مغز و نخاع<br />
و ....&nbsp;<br />
از شایع ترین موارد مراجعه در این تخصص ، ضربه به سر (طی تصادفات ، سقوط و ) هستند که در خیلی از موارد منجر به خون ریزی های داخلی مغزی می شوند و خیلی فوری نیازمند مداخله جراحی هستند.<br />
تومورهای مغزی نیز مورد دیگری هستند که گاهی تصادفی توسط پزشک عمومی یا سایر تخصص ها تشخیص و ارجاع داده می شوند. علایمی مثل سردردهای شدید که اغلب ناگهانی ایجاد می شوند ، استفراغ ناگهانی ،اختلالات بینایی یا بویایی ،اختلالات شناختی، ضعف پیشرونده در یک سمت بدن می توانند علایم هشدار باشند. البته قطعا این به آن معنا نیست که هر سردردی نشانه تومور مغزی است، ولی در صورتیکه چند علامت را با هم دارید یا سیر افزاینده در آنها حس می کنید، به سادگی از کنار آن نگذرید و درد را با مسکن خاموش نکنید. &nbsp;ابتدا به متخصص نورولوژی مراجعه کنید تا علایم را بررسی کند و در صورت لزوم سی تی اسکن یا ام ار ای درخواست کند و روند تشخیص کامل انجام شود و در پروسه درمان در صورتی که نیازمند مداخله نوروسرجن باشد، ارجاع توسط ایشان انجام می شود.</p>
",2,"2019-11-16 15:35:15","2019-11-16 15:35:44"
18,اورولوژی,orology,"<p>اورولوژی شامل بیماری های مرتبط با کلیه ها، مجاری ادراری، مثانه، پروستات، بیضه ها و آلت تناسلی مردان است. به عبارتی این تخصص به دستگاه تناسلی و ادراری مردان و دستگاه ادراری زنان می پردازد. تشخیص و درمان بیماری هایی از قبیل بیماری های کلیه و مجاری ادراری، سنگ کلیه، سرطان های مرتبط با دستگاه تناسلی و ادراری، عدم توانائی در کنترل ادرار، احتباس ادراری، اختلال در عملکرد جنسی مردان مانند اختلال در نعوظ یا درد، بیماری های پروستات و... در این تخصص قرار می گیرند. البته در برخی موارد باید همکاری لازم بینسکس تراپیست&nbsp;و اورولوژیست در درمان بیماری های جنسی برقرار شود.&nbsp;سکس تراپی&nbsp;به درمان بیماری های جنسی از طریق روش های روانشناختی می پردازد و اورولوژی با استفاده از درمان فیزولوژیک مشکلات جنسی را حل می کند.<br />
پیش تر در معرفی تخصص داخلی به زیرشاخه نفرولوژی اشاره شد که دانستن تفاوت آن با اورولوژی اهمیت دارد. در نفرولوژی پزشک متخصص به بیماری های داخلی کلیه مثل بیماری های حاد و مزمن کلیه اختلالات اسید و باز و... می پردازد و بیماری های تناسلی مردان بحث نمی شود، ولی رشته اورولوژی بحث جراحی مطرح است. البته این بدان معنا نیست که تمام بیماری های اورولوژی به جراحی ختم میشوند ولی اکثر آنها یا تنها راه درمانشان جراحی است و یا در صورت جواب ندادن به درمان مدیکال نیازمند جراحی هستند.<br />
￼<br />
علایم شایعی که به علت آنها باید به متخص اورولوژی مراجعه کنید :<br />
از بیماری های شایع در اورولوژی عفونت ادراری است.<br />
علایم تحریکی ادرار مانند سوزش ادرار، تکرر ادرار، احساس عدم تخلیه کامل ادرار، وجود خون در ادرار، درد پهلوها و ...که علایمی نسبتا شایع هستند می توانند نشان دهنده یک عفونت ادراری باشند که با آزمایش ساده ادرار تشخیص و به خوبی درمان می شود لذا درصورتی که این علایم را دارید حتما به پزشک مراجعه کنید. پزشک عمومی در صورتی که تشخیص عفونت ادراری پیشرفته بدهد شما را به اورولوژیست ارجاع میدهد.<br />
هر اختلالی که به سیستم تناسلی مردان مربوط است در حیطه اورولوژی قرار دارد. مشکلاتی نظیر زودانزالی، عدم نعوذ آلت تناسلی، درد در ناحیه تناسلی، واریکوسل، وجود اشکال آناتومیکی در سیستم تناسلی و اختلالاتی از این قبیل در این تخصص می گنجند.<br />
التهاب و بزرگی پروستات که بیماری بسیار شایعی در مردان میانسال و مسن است که با علایمی همچون احتباس ادراری یا کاهش جریان ادرار به صورت قطره قطره شدن و زود به زود ادرار کردن خود را نشان می دهد که پیگیری آزمایشگاهی و انتخاب نوع درمان آن به عهده اورولوژیست می باشد.<br />
سنگ های کلیه و مثانه و حالب که علامت شایع آنها درد شدید و وجود خون در ادرار است.<br />
تومورهای تناسلی و ادراری مثل تومور مثانه که علامت شایع آن هماچوری ( وجود خون در ادرار) است.<br />
مشکلات ناباروری در مردان که رشته فوق تخصصی اندرولوژی به طور اختصاصی به آن می پردازد.<br />
تشخیص بیماری های ادراری و تناسلی بسته به تشخیص متخصص از آزمایش ساده آنالیز ادراری و کشت ادرار یا آزمایشاتی همچون آنالیز مایع منی تا روش های پیچیده تری مثل سیستوسکوپی و بیوپسی و ..که نیازمند بستری در بیمارستان هستند متغیر است.<br />
&nbsp;<br />
درمان هم همانطور که پیش تر اشاره شد با توجه به ماهیت این رشته درصورت پاسخ ندادن یا بی اثر بودن درمان دارویی، جراحی خواهد بود.</p>",2,"2019-11-16 15:37:32","2019-11-16 15:38:04"
19,"پوست و مو",poost_va_moo,"<p>پوست خارجی ترین لایه بدن و بهترین نمایشگر&nbsp;درون بدن است. پوست به عنوان اولین و قوی ترین محافظ بدن در برابر میکروب ها و عوامل مضر خارجی شناخته می شود، به علاوه بسیاری از&nbsp;&nbsp;بیماریهای داخلی اولین نشانه خود را با تغییرات پوستی نشان می دهند، لذا حفظ سلامتی و توجه به تغییرات طبیعی و غیر طبیعی آن اهمیت بالایی دارد.<br />
این روزها با توجه به تمرکز زیاد افراد جامعه به ویژه خانم ها به مقوله زیبایی، تخصص پوست و مو جز رشته های پر طرفدار در میان رشته های تخصصی پزشکی شناخته می شود. درحالیکه باید توجه داشت&nbsp;&nbsp;مقوله اصلی که در این تخصص باید به آن پرداخته شود همانند دیگر رشته های پزشکی، در وهله اول، بیماری های پوست و مو هستند.<br />
یکی از مسایل مهم در درمان بیماریهای پوستی که بهتر است &nbsp;همین ابتدا به آن بپردازیم، طولانی بودن طول مدت درمان است. برای مثال یکی از شایع ترین بیماری های پوستی که منجر به مراجعه افراد به کلینیک های پوست و مو می شوند، انواع آکنه ها هستند که باتوجه به سن درگیری این بیماری که اکثرا حول و حوش بلوغ رخ میدهد، مراجعین افراد جوان را شامل می شود که حساسیت خاصی به زیبایی خود دارند و پوست هم جلوه گر اصلی زیبایی و طراوت فرد است. از طرفی همانطور که گفته شد درمان بیماری های پوستی پروسه ای زمان بر است و اینکه انتظار داشته باشید با یک یا دوبار مراجعه تغییر شگرفی رخ دهد، عملا غیر ممکن است. حال حساسیت زیاد یک جوان بر زیبایی خود و طولانی بودن مدت زمان درمان منجر می شود که وی به پزشک معالج خود شک کند و مرتبا در صدد تغییر از پزشکی به پزشک دیگر باشد، &nbsp;که این نه تنها مشکل را حل نمیکند، باعث بدتر کردن علایم بیماری می شود. لذا توصیه میشود در درمان بیماری های پوستی صبور باشید و به پزشک معالج اعتماد کنید، توصیه های ایشان را برای دفعات مراجعه جدی بگیرید و منتظر معجزه در زمان کم نباشید.<br />
از دیگر مواردی که نقش مهمی در درمان بیماری های پوستی دارند، رعایت نکاتی است که به شیوه زندگی فرد مربوط است، که این توصیه ها توسط پزشک به شما داده می شوند. برای مثال درماتیت یا همان اگزماهای پوستی بیماری پوستی شایعی است که درمان دارویی آن بدون رعایت نکات حفاظتی (مانند پرهیز از شستشوی مکرر دست ها، عدم تماس مکرر با مواد شوینده، &nbsp;چرب نگه داشتن دست ها و... ) بی ثمر می ماند.<br />
از دیگر بیماری هایی که یک متخصص پوست و مو به آنها می پردازد می توان به بیماری های زیر اشاره کرد:<br />
انواع کهیر و آنژیوادمپسوریازیس<br />
لیکن پلانویتیلیگو(برص)<br />
عفونت های باکتریال پوست مانند زردزخم و سلولیت&nbsp;<br />
عفونت های باکتریال مقاربتی مانند سیفلیس و شانکرویید<br />
عفونت های ویروسی پوست مثل زگیل و هرپس<br />
عفونت های قارچی مثل انواع تینه آ و کاندیدیازیس<br />
ضایعات مرتبط با گزش<br />
بیماری های تاولی<br />
انواع خال ها<br />
ضایعات پیش بدخیمی و سرطان های پوست<br />
بیماری های &nbsp;مربوط به مو مثل ریزش مو منطقه ای و انواع آلوپسی&nbsp;<br />
بیماری های ناخن<br />
و بسیاری بیماری دیگر<br />
برای تشخیص بیماری های پوستی گاه پزشک به چندین مراجعه بیمار نیاز دارد تا تغییرات شکل ضایعه و پاسخ یا عدم پاسخ به درمان را زیر نظر بگیرد. همچنین جهت تشخیص، گاه از نمونه برداری از ضایعه و ارسال آن به آزمایشگاه مجهز استفاده می کند (مثلا برای ضایعات مشکوک به بدخیمی یا برای تشخیص ضایعات قارچی).<br />
جهت درمان بیماری های پوست علاوه بر درمان های دارویی که اساس کار را تشکیل می دهند، امروزه با انواع دستگاه های پیشرفته رو به رو هستیم که جای خود را در این رشته باز کرده اند. دستگاه هایی که روز به روز به نام های آنها افزوده می شوند و برای انواع پروسیجرهای زیبایی از آنها استفاده می شود. لازم به ذکر است انتخاب نوع دستگاه به ساختمان پوست شما، سن، نوع ضایعه پوستی و عوامل دیگر بستگی دارد که حتما باید با مشاوره پزشک حاذق صورت گیرد. لذا استفاده از تجارب دیگران را به تنهایی سرلوحه خود قرار ندهید.</p>",2,"2019-11-16 15:38:24","2019-11-16 15:39:00"
